BFS,4.71238898038469,6
BFS,6.0,13
BFS,7.570796326794897,44
BFS,11.141592653589793,211
BFS,12.566370614359172,214
BFS,42.27433388230814,558
BFS,6.283185307179586,675
BFS,21.991148575128552,22
BFS,6.141592653589793,73
BFS,2.9634954084936207,2
BFS,9.178097245096172,526
BFS,47.840704496667314,459
BFS,10.319689898685965,300
BFS,18.60287520586555,1069
BFS,0.0,0
BFS,22.566370614359172,1222
BFS,21.707963267948966,429
BFS,21.566370614359172,914
DFS,22.639379797371934,20
DFS,6.0,4
DFS,35.78097245096173,28
DFS,44.56637061435917,33
DFS,30.566370614359172,26
DFS,61.70796326794896,44
DFS,33.70796326794897,30
DFS,47.70796326794896,37
DFS,119.54866776461627,70
DFS,125.11946409141116,75
DFS,130.11946409141115,80
DFS,56.561944901923454,36
DFS,164.25663103256522,100
DFS,40.28318530717958,38
DFS,0.0,0
DFS,68.13716694115406,59
DFS,111.2057504117311,97
DFS,108.2057504117311,94
BiDir,4.71238898038469,4
BiDir,3.5707963267948966,12
BiDir,3.5707963267948966,10
BiDir,13.42477796076938,54
BiDir,21.634954084936204,32
BiDir,25.278759594743867,188
BiDir,25.278759594743864,188
BiDir,21.991148575128552,6
BiDir,6.141592653589793,12
BiDir,7.283185307179586,2
BiDir,25.27875959474386,142
BiDir,11.712388980384688,136
BiDir,10.319689898685965,74
BiDir,16.63937979737193,212
BiDir,0.0,0
BiDir,85.39822368615503,500
BiDir,18.17367153266045,104
BiDir,21.566370614359172,302
BestF,3.1780972450961724,6
BestF,3.0,4
BestF,4.178097245096172,6
BestF,5.963495408493621,9
BestF,10.963495408493621,14
BestF,15.283185307179586,14
BestF,10.963495408493621,14
BestF,43.982297150257104,5
BestF,3.7853981633974483,6
BestF,2.9634954084936207,3
BestF,9.178097245096172,10
BestF,47.840704496667314,10
BestF,10.319689898685965,8
BestF,12.71238898038469,12
BestF,0.0,0
BestF,13.963495408493621,17
BestF,9.926990816987242,9
BestF,12.141592653589793,12
AStar,2.356194490192345,4
AStar,3.0,4
AStar,3.7853981633974483,6
AStar,5.570796326794897,9
AStar,10.570796326794897,14
AStar,10.570796326794898,14
AStar,10.570796326794897,14
AStar,13.570796326794898,17
AStar,3.7853981633974483,7
AStar,2.9634954084936207,3
AStar,9.178097245096172,10
AStar,19.356194490192348,47
AStar,8.748893571891069,8
AStar,9.963495408493623,14
AStar,0.0,0
AStar,13.570796326794897,17
AStar,9.926990816987242,9
AStar,12.141592653589793,12
